5,34,26,13.0,130.5769888628097,124.0,375.59093332110695,3.0
20,14,11,39.0,337.9621008886921,152.0,564.2202957150104,2.0
18,18,25,91.0,274.626259239584,231.0,345.1433420327617,2.0
56,23,3,93.0,278.2320789718308,236.0,471.9675538032484,3.0
58,15,9,111.0,499.38375172736926,244.0,737.6419465536876,3.0
19,38,29,125.0,951.1635508375358,1657.0,1245.8593117066316,1.0
10,9,38,249.0,747.6719465536876,360.0,941.1335508375358,1.0
8,32,41,291.0,767.2849429893265,421.0,913.8771718377684,2.0
21,4,35,326.0,521.2698592005291,2086.0,656.8184687831623,3.0
14,28,25,331.0,394.69042482593943,481.0,444.20750761911717,1.0
28,22,17,371.0,947.3397076225501,482.0,1017.0341246411672,3.0
33,8,22,384.0,1421.8653298337106,482.0,1636.1187179551541,1.0
43,24,8,405.0,456.73750761911714,502.0,608.0891141610863,2.0
17,13,37,416.0,659.6203045765443,504.0,770.3858245306502,2.0
53,26,19,452.0,880.5673260351016,576.0,989.0737352382328,3.0
49,10,20,476.0,579.2502957150102,607.0,781.5164990850839,2.0
26,27,33,646.0,915.6388017236691,788.0,1111.2459919861585,1.0
25,3,6,725.0,863.3801959794091,862.0,1060.7335913514662,1.0
13,14,24,784.0,1315.133182248648,935.0,1429.6652156415457,2.0
45,21,20,855.0,1287.27979472154,939.0,1301.02979472154,1.0
12,26,21,869.0,1115.8752852192529,947.0,1186.0558365192646,1.0
11,15,30,953.0,1058.360144441364,1060.0,1186.7250489275093,1.0
4,17,33,1138.0,1187.9241399942798,1223.0,1322.3513427202981,1.0
31,20,21,1240.0,1484.3957604671846,1334.0,1498.1457604671846,1.0
22,22,28,1260.0,1289.2535715181023,1367.0,1343.7546398502732,2.0
32,40,7,1302.0,2761.287419699547,1405.0,2976.4990239833955,1.0
3,36,34,1321.0,1559.519973337522,1444.0,1688.9687241011488,2.0
54,31,35,1358.0,1495.2208398313123,1465.0,1743.9783750864783,2.0
9,8,27,1367.0,1817.8831283434852,1497.0,2047.1413231698034,1.0
1,2,24,1428.0,1595.0173742166478,1538.0,1794.571009212414,1.0
52,5,10,1525.0,6110.971111704646,2522.0,6293.319188529617,1.0
23,36,33,1528.0,1818.4474748647756,1650.0,2009.7440167932295,1.0
48,2,12,1596.0,6043.358828303995,3141.0,6209.163656607878,1.0
16,27,5,1723.0,1983.5524092031123,1832.0,2291.905109608027,2.0
44,29,3,1728.0,1995.2659103416443,1840.0,2304.867520090514,1.0
35,0,36,1875.0,2044.414349224829,1988.0,2144.5872348364674,3.0
30,30,18,1955.0,2001.705330188661,2085.0,2080.1109937106703,2.0
39,28,16,1983.0,2417.7740167932297,2102.0,2540.564039822899,1.0
41,41,21,2031.0,2196.5209086214145,2111.0,2387.9943610320693,3.0
37,3,26,2171.0,5177.976430251733,2255.0,5479.584449203734,2.0
27,41,19,2233.0,3008.719777662325,2346.0,3299.1655385314207,1.0
2,29,4,2253.0,2299.1073501265632,2337.0,2514.9736899644276,1.0
47,2,12,2280.0,5426.358828303995,2377.0,5592.163656607878,2.0
29,33,22,2401.0,2557.620325621365,2532.0,2738.2227091789796,2.0
50,24,39,2592.0,2627.1244329197407,2738.0,2816.7309971393142,2.0
55,36,20,2792.0,3027.219777662325,2869.0,3285.6799562783076,2.0
38,21,10,2800.0,2961.8308422929877,2898.0,3100.8416445397033,1.0
57,12,15,2823.0,3846.9400000000896,4660.0,4064.196409203221,2.0
46,35,24,2877.0,4628.811535255279,3000.0,4863.594694700211,2.0
34,3,40,2921.0,3182.3756265421,3015.0,3357.1870549516307,3.0
59,41,17,2970.0,3038.4496187307745,3102.0,3240.2734746632846,2.0
24,38,36,3008.0,3458.4804578579487,3111.0,3519.6156226650833,2.0
0,14,3,3135.0,3285.1677628184852,3224.0,3494.2397754531526,2.0
7,12,26,3143.0,3395.7478803352756,3244.0,3538.752153137363,3.0
40,29,21,3211.0,3760.7303333334144,3317.0,3836.239945164672,2.0
42,41,30,3311.0,3819.628402906341,4554.0,4122.182659058451,1.0
15,5,27,3317.0,3542.735042753589,3403.0,3751.636843023532,2.0
51,10,1,3429.0,4564.8057856233,3521.0,4732.107081003283,1.0
6,28,8,3472.0,3737.5378754543817,3596.0,3976.039661077569,2.0
36,3,36,3555.0,3816.4636097490456,4621.0,3968.7750381585765,2.0
