0,0,10,30.0,36.93333333333333,90.0,60.34076344309682
3,4,17,60.0,77.72552688619365,100.0,96.58511021952711
2,2,7,60.0,196.70935382365332,75.0,217.24268715698665
1,1,6,60.0,73.41404011241337,90.0,95.94762344574684
4,5,13,80.0,115.47362344574684,95.0,130.24362344574683
5,8,3,100.0,113.42095677908017,125.0,136.25039185826992
6,11,6,120.0,279.26468715698667,130.0,294.70135382365333
7,12,7,130.0,145.13962344574682,140.0,160.5762901124135
8,1,10,140.0,150.89449360412632,160.0,173.63525704722315
9,16,13,150.0,208.20562344574682,180.0,224.8876234457468
10,4,14,170.0,176.42029011241348,190.0,191.1902901124135
11,5,17,190.0,232.42002049031998,220.0,249.94602049032
12,4,17,215.0,241.32429011241348,300.0,260.18262344575334
13,5,13,280.0,288.47202049032,300.0,303.24202049032
14,8,3,320.0,329.066,350.0,351.8954350791897
15,11,6,400.0,406.43666666666667,425.0,421.87333333333333
16,12,7,420.0,428.65943507918973,480.0,444.0961017458564
17,1,10,440.0,478.4140401124134,460.0,508.60355355550973
18,16,13,470.0,479.88933333333335,490.0,504.02008333333293
19,4,14,500.0,531.1677499999992,550.0,545.9377499999991
20,5,17,550.0,557.0513734457467,600.0,574.5773734457466
